Respondent,Country,AgeGroup,EducationLevel
1030,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1032,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1033,Brazil,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1034,Poland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1035,United States of America,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1039,Brazil,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1041,Poland,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1042,France,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1044,Pakistan,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1052,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1053,Czech Republic,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1054,United States of America,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1062,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1064,Switzerland,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
1065,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
1070,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1071,Germany,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1072,Russian Federation,45-54 years old,Some college/university study without earning a degree
1073,Germany,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1075,United States of America,35-44 years old,Some college/university study without earning a degree
1080,Czech Republic,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1083,Slovakia,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1084,Switzerland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1087,Israel,Prefer not to say,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1091,Israel,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1092,El Salvador,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1093,Hungary,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1095,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1096,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1101,Italy,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
1109,Netherlands,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1111,Turkey,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1113,Ukraine,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1115,Switzerland,18-24 years old,Something else
1116,Israel,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1118,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1121,Latvia,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1123,Argentina,35-44 years old,Some college/university study without earning a degree
1124,Brazil,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1125,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1126,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1128,Peru,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1129,United States of America,25-34 years old,Some college/university study without earning a degree
1134,France,35-44 years old,Something else
1135,Germany,25-34 years old,Some college/university study without earning a degree
1140,United Kingdom of Great Britain and Northern Ireland,45-54 years old,Some college/university study without earning a degree
1141,Poland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1142,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1145,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1148,Italy,45-54 years old,Some college/university study without earning a degree
1151,Brazil,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1152,United States of America,35-44 years old,Some college/university study without earning a degree
1157,Algeria,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1159,Italy,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1164,Sweden,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1168,Italy,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1171,Canada,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1172,"Venezuela, Bolivarian Republic of...",25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1176,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1177,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1178,United States of America,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1179,United States of America,18-24 years old,Some college/university study without earning a degree
1180,United States of America,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1181,United States of America,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1182,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1185,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1194,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1207,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1212,Malaysia,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1214,Finland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1216,United States of America,25-34 years old,"Associate degree (A.A., A.S., etc.)"
1219,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1220,United States of America,55-64 years old,Some college/university study without earning a degree
1222,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1223,United States of America,18-24 years old,Some college/university study without earning a degree
1224,Zimbabwe,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1225,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1227,Greece,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1228,Georgia,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1231,Brazil,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1232,Belgium,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1235,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1238,Canada,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1240,Slovakia,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1244,Argentina,55-64 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1249,Mexico,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1250,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1251,Czech Republic,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1252,Belgium,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1259,Bulgaria,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1262,Germany,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1264,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1267,Malta,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1278,India,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1283,United Kingdom of Great Britain and Northern Ireland,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1285,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1287,Romania,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1288,Germany,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1290,United States of America,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1296,United Kingdom of Great Britain and Northern Ireland,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1297,Germany,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1299,Germany,18-24 years old,Some college/university study without earning a degree
1300,Germany,18-24 years old,Some college/university study without earning a degree
1309,United States of America,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
1316,Poland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1319,United States of America,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1323,Russian Federation,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1330,Brazil,35-44 years old,"Associate degree (A.A., A.S., etc.)"
1331,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1335,Uruguay,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
1336,India,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1339,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1342,Denmark,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1343,Belgium,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1345,Nigeria,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1346,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1349,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1350,Germany,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1352,Israel,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1353,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1355,Netherlands,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1356,Lithuania,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1357,Bulgaria,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1361,Colombia,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1365,Germany,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1367,Spain,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1370,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1373,Czech Republic,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1376,United Kingdom of Great Britain and Northern Ireland,25-34 years old,Some college/university study without earning a degree
1380,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1385,United States of America,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
1386,Ukraine,18-24 years old,Some college/university study without earning a degree
1388,Spain,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
1390,Germany,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1391,Germany,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1399,Portugal,25-34 years old,"Associate degree (A.A., A.S., etc.)"
1403,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1404,Egypt,18-24 years old,"Associate degree (A.A., A.S., etc.)"
1408,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1410,Italy,35-44 years old,Some college/university study without earning a degree
1413,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1414,Spain,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1422,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1425,United States of America,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1428,United States of America,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1442,Switzerland,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1444,France,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1448,Poland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1452,Germany,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1453,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1463,Mexico,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1465,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1471,Russian Federation,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1472,Turkey,25-34 years old,Primary/elementary school
1475,Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1476,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1478,Germany,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1479,Poland,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1481,Austria,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1483,Albania,18-24 years old,Some college/university study without earning a degree
1487,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1489,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1490,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1493,Ukraine,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
1495,United States of America,25-34 years old,Some college/university study without earning a degree
1496,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1503,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1507,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1510,Turkey,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1513,Jordan,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1516,Brazil,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1518,United States of America,25-34 years old,Some college/university study without earning a degree
1522,Germany,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1523,Egypt,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1527,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1529,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
1531,Pakistan,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1533,Germany,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1535,Netherlands,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1546,United States of America,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
1548,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1549,United States of America,18-24 years old,Some college/university study without earning a degree
1557,Israel,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1560,Ukraine,18-24 years old,Something else
1562,Germany,45-54 years old,Some college/university study without earning a degree
1563,Italy,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
1566,Afghanistan,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
1572,Brazil,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
